parent_foodcode,parent_desc,ingred_code,ingred_desc,ingred_wt
26317160,"Scallops, coated, baked or broiled, fat added",20081.0,"Wheat flour, white, all-purpose, enriched, bleached",41.663
26317161,"Scallops, coated, baked or broiled, no added fat",1111.0,"Milk, averaged fat, with added vitamin A and D",61.0
26317161,"Scallops, coated, baked or broiled, no added fat",2030.0,"Spices, pepper, black",0.267
26317161,"Scallops, coated, baked or broiled, no added fat",2047.0,"Salt, table, iodized",3.0
26317161,"Scallops, coated, baked or broiled, no added fat",15172.0,"Mollusks, scallop, mixed species, raw",453.6
26317161,"Scallops, coated, baked or broiled, no added fat",18079.0,"Bread, crumbs, dry, grated, plain",35.996
26317161,"Scallops, coated, baked or broiled, no added fat",20081.0,"Wheat flour, white, all-purpose, enriched, bleached",41.663
26319110,"Shrimp, cooked, NS as to cooking method",1123.0,"Egg, whole, raw, fresh",50.0
26319110,"Shrimp, cooked, NS as to cooking method",2030.0,"Spices, pepper, black",0.267
26319110,"Shrimp, cooked, NS as to cooking method",2047.0,"Salt, table, iodized",3.0
26319110,"Shrimp, cooked, NS as to cooking method",4322.0,"Vegetable oil, averaged",46.3
26319110,"Shrimp, cooked, NS as to cooking method",15149.0,"Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)",453.6
26319110,"Shrimp, cooked, NS as to cooking method",18079.0,"Bread, crumbs, dry, grated, plain",72.004
26319120,"Shrimp, baked or broiled, made with oil",2047.0,"Salt, table, iodized",3.0
26319120,"Shrimp, baked or broiled, made with oil",4322.0,"Vegetable oil, averaged",14.0
26319120,"Shrimp, baked or broiled, made with oil",9152.0,"Lemon juice, raw",5.167
26319120,"Shrimp, baked or broiled, made with oil",15149.0,"Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)",453.6
26319121,"Shrimp, baked or broiled, made with butter",1001.0,"Butter, salted",14.0
26319121,"Shrimp, baked or broiled, made with butter",2047.0,"Salt, table, iodized",3.0
26319121,"Shrimp, baked or broiled, made with butter",9152.0,"Lemon juice, raw",5.167
26319121,"Shrimp, baked or broiled, made with butter",15149.0,"Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)",453.6
26319122,"Shrimp, baked or broiled, made with margarine",2047.0,"Salt, table, iodized",3.0
26319122,"Shrimp, baked or broiled, made with margarine",4610.0,"Margarine, regular, 80% fat, composite, stick, with salt",16.25
26319122,"Shrimp, baked or broiled, made with margarine",4613.0,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",48.75
26319122,"Shrimp, baked or broiled, made with margarine",4691.0,"Margarine, regular, 80% fat, composite, stick, with salt, with added vitamin D",8.75
26319122,"Shrimp, baked or broiled, made with margarine",4694.0,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D",26.25
26319122,"Shrimp, baked or broiled, made with margarine",9152.0,"Lemon juice, raw",5.167
26319122,"Shrimp, baked or broiled, made with margarine",15149.0,"Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)",453.6
26319123,"Shrimp, baked or broiled, no added fat",2047.0,"Salt, table, iodized",3.0
26319123,"Shrimp, baked or broiled, no added fat",9152.0,"Lemon juice, raw",5.167
26319123,"Shrimp, baked or broiled, no added fat",15149.0,"Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)",453.6
26319124,"Shrimp, baked or broiled, made with cooking spray",2047.0,"Salt, table, iodized",3.0
26319124,"Shrimp, baked or broiled, made with cooking spray",4679.0,"Oil, PAM cooking spray, original",1.8
26319124,"Shrimp, baked or broiled, made with cooking spray",9152.0,"Lemon juice, raw",5.167
26319124,"Shrimp, baked or broiled, made with cooking spray",15149.0,"Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)",453.6
26319130,"Shrimp, steamed or boiled",2047.0,"Salt, table, iodized",2.0
26319130,"Shrimp, steamed or boiled",15149.0,"Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)",453.6
26319140,"Shrimp, coated, fried, made with oil",1123.0,"Egg, whole, raw, fresh",50.0
26319140,"Shrimp, coated, fried, made with oil",2030.0,"Spices, pepper, black",0.267
26319140,"Shrimp, coated, fried, made with oil",2047.0,"Salt, table, iodized",3.0
26319140,"Shrimp, coated, fried, made with oil",4322.0,"Vegetable oil, averaged",46.3
26319140,"Shrimp, coated, fried, made with oil",15149.0,"Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)",453.6
26319140,"Shrimp, coated, fried, made with oil",18079.0,"Bread, crumbs, dry, grated, plain",72.004
26319141,"Shrimp, coated, fried, made with butter",1001.0,"Butter, salted",46.3
26319141,"Shrimp, coated, fried, made with butter",1123.0,"Egg, whole, raw, fresh",50.0
26319141,"Shrimp, coated, fried, made with butter",2030.0,"Spices, pepper, black",0.267
26319141,"Shrimp, coated, fried, made with butter",2047.0,"Salt, table, iodized",3.0
26319141,"Shrimp, coated, fried, made with butter",15149.0,"Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)",453.6
26319141,"Shrimp, coated, fried, made with butter",18079.0,"Bread, crumbs, dry, grated, plain",72.004
26319142,"Shrimp, coated, fried, made with margarine",1123.0,"Egg, whole, raw, fresh",50.0
26319142,"Shrimp, coated, fried, made with margarine",2030.0,"Spices, pepper, black",0.267
26319142,"Shrimp, coated, fried, made with margarine",2047.0,"Salt, table, iodized",3.0
26319142,"Shrimp, coated, fried, made with margarine",4610.0,"Margarine, regular, 80% fat, composite, stick, with salt",16.25
26319142,"Shrimp, coated, fried, made with margarine",4613.0,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",48.75
26319142,"Shrimp, coated, fried, made with margarine",4691.0,"Margarine, regular, 80% fat, composite, stick, with salt, with added vitamin D",8.75
26319142,"Shrimp, coated, fried, made with margarine",4694.0,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D",26.25
26319142,"Shrimp, coated, fried, made with margarine",15149.0,"Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)",453.6
26319142,"Shrimp, coated, fried, made with margarine",18079.0,"Bread, crumbs, dry, grated, plain",72.004
26319143,"Shrimp, coated, fried, no added fat",1123.0,"Egg, whole, raw, fresh",50.0
26319143,"Shrimp, coated, fried, no added fat",2030.0,"Spices, pepper, black",0.267
26319143,"Shrimp, coated, fried, no added fat",2047.0,"Salt, table, iodized",3.0
26319143,"Shrimp, coated, fried, no added fat",15149.0,"Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)",453.6
26319143,"Shrimp, coated, fried, no added fat",18079.0,"Bread, crumbs, dry, grated, plain",72.004
26319144,"Shrimp, coated, fried, made with cooking spray",1123.0,"Egg, whole, raw, fresh",50.0
26319144,"Shrimp, coated, fried, made with cooking spray",2030.0,"Spices, pepper, black",0.267
26319144,"Shrimp, coated, fried, made with cooking spray",2047.0,"Salt, table, iodized",3.0
26319144,"Shrimp, coated, fried, made with cooking spray",4679.0,"Oil, PAM cooking spray, original",1.8
26319144,"Shrimp, coated, fried, made with cooking spray",15149.0,"Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)",453.6
26319144,"Shrimp, coated, fried, made with cooking spray",18079.0,"Bread, crumbs, dry, grated, plain",72.004
26319145,"Shrimp, coated, fried, from fast food / restaurant",36016.0,"Restaurant, family style, shrimp, breaded and fried",100.0
26319160,"Shrimp, coated, baked or broiled, made with oil",1111.0,"Milk, averaged fat, with added vitamin A and D",61.0
26319160,"Shrimp, coated, baked or broiled, made with oil",2030.0,"Spices, pepper, black",0.267
26319160,"Shrimp, coated, baked or broiled, made with oil",2047.0,"Salt, table, iodized",3.0
26319160,"Shrimp, coated, baked or broiled, made with oil",4322.0,"Vegetable oil, averaged",28.0
26319160,"Shrimp, coated, baked or broiled, made with oil",15149.0,"Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)",453.6
26319160,"Shrimp, coated, baked or broiled, made with oil",18079.0,"Bread, crumbs, dry, grated, plain",35.996
26319160,"Shrimp, coated, baked or broiled, made with oil",20081.0,"Wheat flour, white, all-purpose, enriched, bleached",41.663
26319161,"Shrimp, coated, baked or broiled, made with butter",1001.0,"Butter, salted",28.0
26319161,"Shrimp, coated, baked or broiled, made with butter",1111.0,"Milk, averaged fat, with added vitamin A and D",61.0
26319161,"Shrimp, coated, baked or broiled, made with butter",2030.0,"Spices, pepper, black",0.267
26319161,"Shrimp, coated, baked or broiled, made with butter",2047.0,"Salt, table, iodized",3.0
26319161,"Shrimp, coated, baked or broiled, made with butter",15149.0,"Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)",453.6
26319161,"Shrimp, coated, baked or broiled, made with butter",18079.0,"Bread, crumbs, dry, grated, plain",35.996
26319161,"Shrimp, coated, baked or broiled, made with butter",20081.0,"Wheat flour, white, all-purpose, enriched, bleached",41.663
26319162,"Shrimp, coated, baked or broiled, made with margarine",1111.0,"Milk, averaged fat, with added vitamin A and D",61.0
26319162,"Shrimp, coated, baked or broiled, made with margarine",2030.0,"Spices, pepper, black",0.267
26319162,"Shrimp, coated, baked or broiled, made with margarine",2047.0,"Salt, table, iodized",3.0
26319162,"Shrimp, coated, baked or broiled, made with margarine",4610.0,"Margarine, regular, 80% fat, composite, stick, with salt",16.25
26319162,"Shrimp, coated, baked or broiled, made with margarine",4613.0,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",48.75
26319162,"Shrimp, coated, baked or broiled, made with margarine",4691.0,"Margarine, regular, 80% fat, composite, stick, with salt, with added vitamin D",8.75
26319162,"Shrimp, coated, baked or broiled, made with margarine",4694.0,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D",26.25
26319162,"Shrimp, coated, baked or broiled, made with margarine",15149.0,"Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)",453.6
26319162,"Shrimp, coated, baked or broiled, made with margarine",18079.0,"Bread, crumbs, dry, grated, plain",35.996
26319162,"Shrimp, coated, baked or broiled, made with margarine",20081.0,"Wheat flour, white, all-purpose, enriched, bleached",41.663
26319163,"Shrimp, coated, baked or broiled, no added fat",1111.0,"Milk, averaged fat, with added vitamin A and D",61.0
26319163,"Shrimp, coated, baked or broiled, no added fat",2030.0,"Spices, pepper, black",0.267
26319163,"Shrimp, coated, baked or broiled, no added fat",2047.0,"Salt, table, iodized",3.0
26319163,"Shrimp, coated, baked or broiled, no added fat",15149.0,"Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)",453.6
26319163,"Shrimp, coated, baked or broiled, no added fat",18079.0,"Bread, crumbs, dry, grated, plain",35.996
26319163,"Shrimp, coated, baked or broiled, no added fat",20081.0,"Wheat flour, white, all-purpose, enriched, bleached",41.663
26319164,"Shrimp, coated, baked or broiled, made with cooking spray",1111.0,"Milk, averaged fat, with added vitamin A and D",61.0
26319164,"Shrimp, coated, baked or broiled, made with cooking spray",2030.0,"Spices, pepper, black",0.267
26319164,"Shrimp, coated, baked or broiled, made with cooking spray",2047.0,"Salt, table, iodized",3.0
26319164,"Shrimp, coated, baked or broiled, made with cooking spray",4679.0,"Oil, PAM cooking spray, original",1.8
26319164,"Shrimp, coated, baked or broiled, made with cooking spray",15149.0,"Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)",453.6
26319164,"Shrimp, coated, baked or broiled, made with cooking spray",18079.0,"Bread, crumbs, dry, grated, plain",35.996
26319164,"Shrimp, coated, baked or broiled, made with cooking spray",20081.0,"Wheat flour, white, all-purpose, enriched, bleached",41.663
26319170,"Shrimp, dried",15152.0,"Crustaceans, shrimp, mixed species, canned",100.0
26319180,"Shrimp, canned",15152.0,"Crustaceans, shrimp, mixed species, canned",100.0
26321110,"Snails, cooked, NS as to cooking method",2047.0,"Salt, table, iodized",3.0
26321110,"Snails, cooked, NS as to cooking method",4322.0,"Vegetable oil, averaged",14.0
26321110,"Snails, cooked, NS as to cooking method",9152.0,"Lemon juice, raw",5.167
26321110,"Snails, cooked, NS as to cooking method",90560.0,"Mollusks, snail, raw",453.6
27111000,Beef with tomato-based sauce,2047.0,"Salt, table, iodized",0.5
27111000,Beef with tomato-based sauce,11549.0,"Tomato products, canned, sauce",30.0
27111000,Beef with tomato-based sauce,13893.0,"Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",70.0
27111100,Beef goulash,2028.0,"Spices, paprika",1.05
27111100,Beef goulash,2047.0,"Salt, table, iodized",6.0
27111100,Beef goulash,4322.0,"Vegetable oil, averaged",27.25
27111100,Beef goulash,11282.0,"Onions, raw",240.0
27111100,Beef goulash,11540.0,"Tomato juice, canned, with salt added",248.0
27111100,Beef goulash,14411.0,"Beverages, water, tap, drinking",118.5
27111100,Beef goulash,20081.0,"Wheat flour, white, all-purpose, enriched, bleached",15.625
27111100,Beef goulash,23616.0,"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, choice, raw",907.2
27111200,Beef burgundy,2023.0,"Spices, marjoram, dried",0.283
27111200,Beef burgundy,2030.0,"Spices, pepper, black",0.533
27111200,Beef burgundy,2042.0,"Spices, thyme, dried",0.45
27111200,Beef burgundy,2047.0,"Salt, table, iodized",18.0
27111200,Beef burgundy,4322.0,"Vegetable oil, averaged",42.0
27111200,Beef burgundy,11260.0,"Mushrooms, white, raw",340.2
27111200,Beef burgundy,11282.0,"Onions, raw",567.0
27111200,Beef burgundy,11297.0,"Parsley, fresh",3.75
27111200,Beef burgundy,11546.0,"Tomato products, canned, paste, without salt added (Includes foods for USDA's Food Distribution Program)",16.0
27111200,Beef burgundy,20081.0,"Wheat flour, white, all-purpose, enriched, bleached",31.25
27111200,Beef burgundy,23612.0,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, choice, raw",1814.4
27111300,"Beef stew, no potatoes, tomato-based sauce, Mexican style",2047.0,"Salt, table, iodized",11.0
27111300,"Beef stew, no potatoes, tomato-based sauce, Mexican style",4002.0,Lard,7.5
27111300,"Beef stew, no potatoes, tomato-based sauce, Mexican style",4518.0,"Oil, corn, industrial and retail, all purpose salad or cooking",6.8
27111300,"Beef stew, no potatoes, tomato-based sauce, Mexican style",11282.0,"Onions, raw",170.0
27111300,"Beef stew, no potatoes, tomato-based sauce, Mexican style",11549.0,"Tomato products, canned, sauce",240.0
27111300,"Beef stew, no potatoes, tomato-based sauce, Mexican style",14411.0,"Beverages, water, tap, drinking",237.0
27111300,"Beef stew, no potatoes, tomato-based sauce, Mexican style",20081.0,"Wheat flour, white, all-purpose, enriched, bleached",23.4
27111300,"Beef stew, no potatoes, tomato-based sauce, Mexican style",23612.0,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, choice, raw",908.0
27111310,"Beef stew, no potatoes, tomato-based sauce, with chili peppers, Mexican style",2047.0,"Salt, table, iodized",11.0
27111310,"Beef stew, no potatoes, tomato-based sauce, with chili peppers, Mexican style",4002.0,Lard,7.5
27111310,"Beef stew, no potatoes, tomato-based sauce, with chili peppers, Mexican style",4518.0,"Oil, corn, industrial and retail, all purpose salad or cooking",6.8
27111310,"Beef stew, no potatoes, tomato-based sauce, with chili peppers, Mexican style",11282.0,"Onions, raw",170.0
27111310,"Beef stew, no potatoes, tomato-based sauce, with chili peppers, Mexican style",11549.0,"Tomato products, canned, sauce",240.0
27111310,"Beef stew, no potatoes, tomato-based sauce, with chili peppers, Mexican style",11979.0,"Peppers, jalapeno, raw",540.0
27111310,"Beef stew, no potatoes, tomato-based sauce, with chili peppers, Mexican style",14411.0,"Beverages, water, tap, drinking",237.0
27111310,"Beef stew, no potatoes, tomato-based sauce, with chili peppers, Mexican style",20081.0,"Wheat flour, white, all-purpose, enriched, bleached",23.4
27111310,"Beef stew, no potatoes, tomato-based sauce, with chili peppers, Mexican style",23612.0,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, choice, raw",908.0
27111400,"Chili con carne, NS as to beans",2009.0,"Spices, chili powder",5.2
27111400,"Chili con carne, NS as to beans",2047.0,"Salt, table, iodized",3.0
27111400,"Chili con carne, NS as to beans",11143.0,"Celery, raw",60.0
27111400,"Chili con carne, NS as to beans",11282.0,"Onions, raw",110.0
27111400,"Chili con carne, NS as to beans",11531.0,"Tomatoes, red, ripe, canned, packed in tomato juice",453.6
27111400,"Chili con carne, NS as to beans",11549.0,"Tomato products, canned, sauce",226.8
27111400,"Chili con carne, NS as to beans",16034.0,"Beans, kidney, red, mature seeds, canned, solids and liquids",425.25
27111400,"Chili con carne, NS as to beans",23223.0,"Ground beef, cooked, averaged",340.2
27111405,"Chili con carne with beans, from restaurant",36037.0,"Restaurant, family style, chili with meat and beans",100.0
27111406,"Chili con carne with beans, home recipe",2009.0,"Spices, chili powder",5.0
27111406,"Chili con carne with beans, home recipe",2047.0,"Salt, table, iodized",3.0
27111406,"Chili con carne with beans, home recipe",11143.0,"Celery, raw",60.0
27111406,"Chili con carne with beans, home recipe",11282.0,"Onions, raw",110.0
27111406,"Chili con carne with beans, home recipe",11531.0,"Tomatoes, red, ripe, canned, packed in tomato juice",453.6
27111406,"Chili con carne with beans, home recipe",11549.0,"Tomato products, canned, sauce",226.8
27111406,"Chili con carne with beans, home recipe",16034.0,"Beans, kidney, red, mature seeds, canned, solids and liquids",425.25
27111406,"Chili con carne with beans, home recipe",23223.0,"Ground beef, cooked, averaged",340.2
27111407,"Chili con carne with beans, canned",22904.0,"Chili con carne with beans, canned entree",242.0
27111410,Chili con carne with beans,2009.0,"Spices, chili powder",5.0
27111410,Chili con carne with beans,2047.0,"Salt, table, iodized",3.0
27111410,Chili con carne with beans,11143.0,"Celery, raw",60.0
27111410,Chili con carne with beans,11282.0,"Onions, raw",110.0
27111410,Chili con carne with beans,11531.0,"Tomatoes, red, ripe, canned, packed in tomato juice",454.0
27111410,Chili con carne with beans,11549.0,"Tomato products, canned, sauce",226.8
27111410,Chili con carne with beans,16034.0,"Beans, kidney, red, mature seeds, canned, solids and liquids",425.25
27111410,Chili con carne with beans,22904.0,"Chili con carne with beans, canned entree",1627.0
27111410,Chili con carne with beans,23223.0,"Ground beef, cooked, averaged",340.2
27111420,Chili con carne without beans,22911.0,"Chili, no beans, canned entree",100.0
27111430,"Chili con carne, NS as to beans, with cheese",1009.0,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",14.125
27111430,"Chili con carne, NS as to beans, with cheese",22904.0,"Chili con carne with beans, canned entree",256.0
27111440,Chili con carne with beans and cheese,1009.0,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",14.125
27111440,Chili con carne with beans and cheese,22904.0,"Chili con carne with beans, canned entree",256.0
27111500,"Beef sloppy joe, no bun",2030.0,"Spices, pepper, black",0.263
27111500,"Beef sloppy joe, no bun",2046.0,"Mustard, prepared, yellow",5.0
27111500,"Beef sloppy joe, no bun",2047.0,"Salt, table, iodized",1.5
27111500,"Beef sloppy joe, no bun",2048.0,"Vinegar, cider",15.0
27111500,"Beef sloppy joe, no bun",6971.0,"Sauce, worcestershire",17.188
27111500,"Beef sloppy joe, no bun",11143.0,"Celery, raw",60.0
27111500,"Beef sloppy joe, no bun",11282.0,"Onions, raw",70.0
27111500,"Beef sloppy joe, no bun",11549.0,"Tomato products, canned, sauce",257.0
27111500,"Beef sloppy joe, no bun",11935.0,Catsup,136.0
27111500,"Beef sloppy joe, no bun",19334.0,"Sugars, brown",9.063
27111500,"Beef sloppy joe, no bun",23223.0,"Ground beef, cooked, averaged",304.0
27112000,Beef with gravy,2047.0,"Salt, table, iodized",0.56
27112000,Beef with gravy,6119.0,"Gravy, chicken, canned or bottled, ready-to-serve",30.0
27112000,Beef with gravy,13893.0,"Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",70.0
27112010,Salisbury steak with gravy,32031.0,"Salisbury steak with gravy, frozen",100.0
27113000,Beef with cream or white sauce,1111.0,"Milk, averaged fat, with added vitamin A and D",25.317769130998705
27113000,Beef with cream or white sauce,2047.0,"Salt, table, iodized",0.7156420233463036
27113000,Beef with cream or white sauce,4323.0,"Table fat, averaged",2.9053177691309986
27113000,Beef with cream or white sauce,13893.0,"Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",70.0
27113000,Beef with cream or white sauce,20081.0,"Wheat flour, white, all-purpose, enriched, bleached",1.6212710765239948
27113100,Beef stroganoff,1056.0,"Cream, sour, cultured",240.0
27113100,Beef stroganoff,2030.0,"Spices, pepper, black",0.525
27113100,Beef stroganoff,2047.0,"Salt, table, iodized",6.0
27113100,Beef stroganoff,4322.0,"Vegetable oil, averaged",28.0
27113100,Beef stroganoff,6043.0,"Soup, cream of mushroom, canned, condensed",303.0
27113100,Beef stroganoff,11264.0,"Mushrooms, canned, drained solids",131.5
27113100,Beef stroganoff,11282.0,"Onions, raw",80.0
27113100,Beef stroganoff,20081.0,"Wheat flour, white, all-purpose, enriched, bleached",31.25
27113100,Beef stroganoff,23625.0,"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, choice, raw",453.6
27113200,Creamed chipped or dried beef,1111.0,"Milk, averaged fat, with added vitamin A and D",610.0
27113200,Creamed chipped or dried beef,4610.0,"Margarine, regular, 80% fat, composite, stick, with salt",33.60825
27113200,Creamed chipped or dried beef,4691.0,"Margarine, regular, 80% fat, composite, stick, with salt, with added vitamin D",18.09675
27113200,Creamed chipped or dried beef,13350.0,"Beef, cured, dried",99.225
27113200,Creamed chipped or dried beef,20081.0,"Wheat flour, white, all-purpose, enriched, bleached",27.344
27113300,Swedish meatballs with cream or white sauce,1049.0,"Cream, fluid, half and half",242.0
27113300,Swedish meatballs with cream or white sauce,1111.0,"Milk, averaged fat, with added vitamin A and D",61.0
27113300,Swedish meatballs with cream or white sauce,1123.0,"Egg, whole, raw, fresh",50.0
27113300,Swedish meatballs with cream or white sauce,2011.0,"Spices, cloves, ground",1.083
27113300,Swedish meatballs with cream or white sauce,2025.0,"Spices, nutmeg, ground",0.583
27113300,Swedish meatballs with cream or white sauce,2030.0,"Spices, pepper, black",0.263
27113300,Swedish meatballs with cream or white sauce,2047.0,"Salt, table, iodized",9.0
27113300,Swedish meatballs with cream or white sauce,6075.0,"Soup, beef broth or bouillon, powder, dry",3.6
27113300,Swedish meatballs with cream or white sauce,14411.0,"Beverages, water, tap, drinking",177.75
27113300,Swedish meatballs with cream or white sauce,18079.0,"Bread, crumbs, dry, grated, plain",27.0
27113300,Swedish meatballs with cream or white sauce,19335.0,"Sugars, granulated",8.333
27113300,Swedish meatballs with cream or white sauce,20081.0,"Wheat flour, white, all-purpose, enriched, bleached",23.438
27113300,Swedish meatballs with cream or white sauce,23575.0,"Beef, ground, 80% lean meat / 20% fat, crumbles, cooked, pan-browned",362.88
27114000,Beef with mushroom sauce,1111.0,"Milk, averaged fat, with added vitamin A and D",10.0
27114000,Beef with mushroom sauce,2047.0,"Salt, table, iodized",0.48
27114000,Beef with mushroom sauce,6043.0,"Soup, cream of mushroom, canned, condensed",20.0
27114000,Beef with mushroom sauce,13893.0,"Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",70.0
27115000,Beef with soy-based sauce,4322.0,"Vegetable oil, averaged",56.0
27115000,Beef with soy-based sauce,6008.0,"Soup, beef broth or bouillon canned, ready-to-serve",120.0
27115000,Beef with soy-based sauce,11215.0,"Garlic, raw",16.875
27115000,Beef with soy-based sauce,11216.0,"Ginger root, raw",6.0
27115000,Beef with soy-based sauce,11283.0,"Onions, cooked, boiled, drained, without salt",125.0
27115000,Beef with soy-based sauce,11291.0,"Onions, spring or scallions (includes tops and bulb), raw",48.0
27115000,Beef with soy-based sauce,13893.0,"Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",340.2
27115000,Beef with soy-based sauce,16123.0,Soy sauce made from soy and wheat (shoyu),31.875
27115100,Steak teriyaki,6112.0,"Sauce, teriyaki, ready-to-serve",12.0
27115100,Steak teriyaki,13893.0,"Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",88.0
27116100,Beef curry,1116.0,"Yogurt, plain, whole milk",2.8000000000000003
27116100,Beef curry,2047.0,"Salt, table, iodized",0.5
27116100,Beef curry,4322.0,"Vegetable oil, averaged",2.0
27116100,Beef curry,11052.0,"Beans, snap, green, raw",5.0
27116100,Beef curry,11124.0,"Carrots, raw",10.0
27116100,Beef curry,11135.0,"Cauliflower, raw",10.0
27116100,Beef curry,11282.0,"Onions, raw",25.0
27116100,Beef curry,11313.0,"Peas, green, frozen, cooked, boiled, drained, without salt",2.0
27116100,Beef curry,11333.0,"Peppers, sweet, green, raw",5.0
27116100,Beef curry,11529.0,"Tomatoes, red, ripe, raw, year round average",15.0
27116100,Beef curry,11549.0,"Tomato products, canned, sauce",32.0
27116100,Beef curry,11674.0,"Potatoes, baked, flesh and skin, without salt",10.0
27116100,Beef curry,12117.0,"Nuts, coconut milk, raw (liquid expressed from grated meat and water)",2.8000000000000003
27116100,Beef curry,23090.0,"Beef, chuck for stew, separable lean and fat, all grades, cooked, braised",20.0
27116110,Beef curry with rice,1116.0,"Yogurt, plain, whole milk",2.8000000000000003
27116110,Beef curry with rice,2047.0,"Salt, table, iodized",0.9228636792726336
27116110,Beef curry with rice,4322.0,"Vegetable oil, averaged",1.170731707317073
27116110,Beef curry with rice,11052.0,"Beans, snap, green, raw",5.0
27116110,Beef curry with rice,11124.0,"Carrots, raw",10.0
27116110,Beef curry with rice,11135.0,"Cauliflower, raw",10.0
27116110,Beef curry with rice,11282.0,"Onions, raw",25.0
27116110,Beef curry with rice,11313.0,"Peas, green, frozen, cooked, boiled, drained, without salt",2.0
27116110,Beef curry with rice,11333.0,"Peppers, sweet, green, raw",5.0
27116110,Beef curry with rice,11529.0,"Tomatoes, red, ripe, raw, year round average",15.0
27116110,Beef curry with rice,11549.0,"Tomato products, canned, sauce",32.0
27116110,Beef curry with rice,11674.0,"Potatoes, baked, flesh and skin, without salt",10.0
27116110,Beef curry with rice,12117.0,"Nuts, coconut milk, raw (liquid expressed from grated meat and water)",2.8000000000000003
27116110,Beef curry with rice,20045.0,"Rice, white, long-grain, regular, enriched, cooked",99.36981924755662
27116110,Beef curry with rice,23090.0,"Beef, chuck for stew, separable lean and fat, all grades, cooked, braised",11.707317073170731
27116200,Beef with barbecue sauce,2047.0,"Salt, table, iodized",0.1
27116200,Beef with barbecue sauce,6150.0,"Sauce, barbecue",30.0
27116200,Beef with barbecue sauce,13893.0,"Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",70.0
27116300,Beef with sweet and sour sauce,1085.0,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",18.101266339548577
27116300,Beef with sweet and sour sauce,2047.0,"Salt, table, iodized",4.170853778213935
27116300,Beef with sweet and sour sauce,2048.0,"Vinegar, cider",45.0
27116300,Beef with sweet and sour sauce,4322.0,"Vegetable oil, averaged",51.61983277723258
27116300,Beef with sweet and sour sauce,6971.0,"Sauce, worcestershire",8.594
27116300,Beef with sweet and sour sauce,9266.0,"Pineapple, raw, all varieties",113.0
27116300,Beef with sweet and sour sauce,9273.0,"Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid",62.0
27116300,Beef with sweet and sour sauce,11215.0,"Garlic, raw",3.0
27116300,Beef with sweet and sour sauce,11283.0,"Onions, cooked, boiled, drained, without salt",125.0
27116300,Beef with sweet and sour sauce,11334.0,"Peppers, sweet, green, cooked, boiled, drained, without salt",73.0
27116300,Beef with sweet and sour sauce,11413.0,Potato flour,7.458
27116300,Beef with sweet and sour sauce,11935.0,Catsup,34.0
27116300,Beef with sweet and sour sauce,14429.0,"Beverages, water, tap, municipal",59.25
27116300,Beef with sweet and sour sauce,16123.0,Soy sauce made from soy and wheat (shoyu),10.625
